R_Fighter,B_Fighter,R_Status,B_Status,URL,last_round,last_round_time,format,referee,fight_type,date,location,R_KD,B_KD,R_SIG_STR,B_SIG_STR,R_SIG_STR_pct,B_SIG_STR_pct,R_TOTAL_STR,B_TOTAL_STR,R_TD,B_TD,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,R_CTRL,B_CTRL,R_HEAD,B_HEAD,R_BODY,B_BODY,R_LEG,B_LEG,R_DISTANCE,B_DISTANCE,R_CLINCH,B_CLINCH,R_GROUND,B_GROUND
Rose Namajunas,Angela Hill,W,L,http://ufcstats.com/fight-details/32b030138bfd4f88,1,2:47,3 Rnd (5-5-5),Joe Solis,Women's Strawweight Bout,"October 03, 2015","Houston, Texas, USA",0,0,13 of 33,12 of 22,39%,54%,14 of 36,16 of 26,1 of 1,0 of 0,100%,---,1,0,0,0,1:12,0:11,12 of 32,8 of 18,1 of 1,2 of 2,0 of 0,2 of 2,11 of 29,9 of 19,2 of 4,3 of 3,0 of 0,0 of 0
Alan Jouban,Albert Tumenov,L,W,http://ufcstats.com/fight-details/2615d94ab16380f9,1,2:55,3 Rnd (5-5-5),Frank Collazo,Welterweight Bout,"October 03, 2015","Houston, Texas, USA",0,1,17 of 34,19 of 41,50%,46%,17 of 34,19 of 41,0 of 0,0 of 1,---,0%,0,0,0,0,0:00,0:02,12 of 27,16 of 36,4 of 5,3 of 4,1 of 2,0 of 1,16 of 33,18 of 40,1 of 1,1 of 1,0 of 0,0 of 0
Shawn Jordan,Ruslan Magomedov,L,W,http://ufcstats.com/fight-details/4b790d75c4bc694c,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Heavyweight Bout,"October 03, 2015","Houston, Texas, USA",0,0,2 of 9,15 of 25,22%,60%,8 of 15,18 of 28,1 of 3,0 of 0,33%,---,0,0,0,0,2:24,0:06,0 of 7,13 of 23,0 of 0,1 of 1,2 of 2,1 of 1,1 of 8,15 of 25,1 of 1,0 of 0,0 of 0,0 of 0
Shinsho Anzai,Roger Zapata,W,L,http://ufcstats.com/fight-details/74e86c7782cafe27,3,0:47,3 Rnd (5-5-5),Neil Swailes,Welterweight Bout,"September 26, 2015","Saitama, Japan",0,0,12 of 18,9 of 18,66%,50%,28 of 37,27 of 38,1 of 5,0 of 0,20%,---,0,0,0,0,3:23,0:03,2 of 6,6 of 15,6 of 6,3 of 3,4 of 6,0 of 0,4 of 8,2 of 10,8 of 10,7 of 8,0 of 0,0 of 0
Nick Hein,Yusuke Kasuya,W,L,http://ufcstats.com/fight-details/374508c76108d7fe,3,5:00,3 Rnd (5-5-5),Steve Perceval,Lightweight Bout,"September 26, 2015","Saitama, Japan",0,0,9 of 28,12 of 33,32%,36%,10 of 29,12 of 33,0 of 0,0 of 2,---,0%,0,0,0,0,0:00,0:00,5 of 24,5 of 25,3 of 3,6 of 7,1 of 1,1 of 1,8 of 26,11 of 32,1 of 2,1 of 1,0 of 0,0 of 0
Josh Barnett,Roy Nelson,W,L,http://ufcstats.com/fight-details/34fd6ac116645ae6,5,5:00,5 Rnd (5-5-5-5-5),Steve Perceval,Heavyweight Bout,"September 26, 2015","Saitama, Japan",0,0,17 of 26,7 of 13,65%,53%,27 of 36,22 of 30,0 of 0,2 of 2,---,100%,0,0,0,0,0:38,2:51,7 of 16,6 of 11,9 of 9,1 of 2,1 of 1,0 of 0,6 of 13,4 of 8,11 of 13,2 of 4,0 of 0,1 of 1
Mizuto Hirota,Teruto Ishihara,D,D,http://ufcstats.com/fight-details/2ab47d509ee7dc6d,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,Featherweight Bout,"September 26, 2015","Saitama, Japan",0,1,13 of 56,37 of 67,23%,55%,13 of 56,37 of 67,0 of 0,0 of 1,---,0%,0,0,0,0,0:09,0:03,9 of 47,24 of 52,1 of 4,6 of 8,3 of 5,7 of 7,13 of 56,35 of 65,0 of 0,1 of 1,0 of 0,1 of 1
Naoyuki Kotani,Kajan Johnson,L,W,http://ufcstats.com/fight-details/b82b243982fcb2ac,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,Lightweight Bout,"September 26, 2015","Saitama, Japan",0,0,1 of 8,13 of 31,12%,41%,1 of 8,13 of 32,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:00,0 of 7,9 of 25,0 of 0,3 of 5,1 of 1,1 of 1,1 of 8,11 of 29,0 of 0,2 of 2,0 of 0,0 of 0
Kyoji Horiguchi,Chico Camus,W,L,http://ufcstats.com/fight-details/26ac85fc4bee63a6,3,5:00,3 Rnd (5-5-5),Steve Perceval,Flyweight Bout,"September 26, 2015","Saitama, Japan",0,0,27 of 60,12 of 41,45%,29%,29 of 62,14 of 45,0 of 2,0 of 0,0%,---,0,0,0,0,0:00,0:24,17 of 46,9 of 37,8 of 11,2 of 3,2 of 3,1 of 1,24 of 56,7 of 34,3 of 4,5 of 7,0 of 0,0 of 0
Gegard Mousasi,Uriah Hall,L,W,http://ufcstats.com/fight-details/6712440cd01dffdb,2,0:25,3 Rnd (5-5-5),Greg Kleynjans,Middleweight Bout,"September 26, 2015","Saitama, Japan",0,0,16 of 23,1 of 1,69%,100%,34 of 48,5 of 5,1 of 1,0 of 0,100%,---,1,1,0,0,4:46,0:00,14 of 21,0 of 0,1 of 1,0 of 0,1 of 1,1 of 1,1 of 3,1 of 1,0 of 0,0 of 0,15 of 20,0 of 0
Takeya Mizugaki,George Roop,W,L,http://ufcstats.com/fight-details/e7e244a0bf244e61,3,5:00,3 Rnd (5-5-5),Neil Swailes,Bantamweight Bout,"September 26, 2015","Saitama, Japan",0,0,28 of 57,18 of 48,49%,37%,37 of 68,38 of 69,0 of 0,0 of 0,---,---,0,0,0,0,1:36,1:34,22 of 51,12 of 39,6 of 6,6 of 8,0 of 0,0 of 1,19 of 41,12 of 35,9 of 16,6 of 13,0 of 0,0 of 0
Keita Nakamura,Li Jingliang,W,L,http://ufcstats.com/fight-details/85e1b21ea88fe7e3,3,2:17,3 Rnd (5-5-5),Neil Swailes,Welterweight Bout,"September 26, 2015","Saitama, Japan",1,0,14 of 19,10 of 17,73%,58%,59 of 70,10 of 17,0 of 0,0 of 0,---,---,0,0,0,0,4:10,0:00,14 of 19,8 of 15,0 of 0,1 of 1,0 of 0,1 of 1,3 of 6,10 of 16,3 of 4,0 of 1,8 of 9,0 of 0
Katsunori Kikuno,Diego Brandao,L,W,http://ufcstats.com/fight-details/1c5bed46920ab3e1,1,0:28,3 Rnd (5-5-5),Steve Perceval,Featherweight Bout,"September 26, 2015","Saitama, Japan",0,1,1 of 1,14 of 17,100%,82%,1 of 1,14 of 19,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:08,0 of 0,11 of 14,0 of 0,3 of 3,1 of 1,0 of 0,1 of 1,4 of 5,0 of 0,8 of 9,0 of 0,2 of 3
Ross Pearson,Paul Felder,W,L,http://ufcstats.com/fight-details/0449c55a8c24a59e,3,5:00,3 Rnd (5-5-5),Jason Herzog,Lightweight Bout,"September 05, 2015","Las Vegas, Nevada, USA",0,0,6 of 13,19 of 27,46%,70%,26 of 33,28 of 36,1 of 1,0 of 0,100%,---,0,0,0,0,2:24,1:50,1 of 8,11 of 16,4 of 4,8 of 10,1 of 1,0 of 1,3 of 4,3 of 7,3 of 4,11 of 14,0 of 5,5 of 6
Demetrious Johnson,John Dodson,W,L,http://ufcstats.com/fight-details/4496c2fa6aaccba6,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,UFC Flyweight Title Bout,"September 05, 2015","Las Vegas, Nevada, USA",0,0,13 of 33,10 of 21,39%,47%,15 of 35,17 of 28,0 of 3,0 of 0,0%,---,0,0,0,0,0:10,0:09,5 of 22,0 of 9,4 of 6,6 of 8,4 of 5,4 of 4,12 of 31,7 of 17,1 of 2,3 of 4,0 of 0,0 of 0
Jessica Andrade,Raquel Pennington,L,W,http://ufcstats.com/fight-details/1b52b08f195581ad,2,4:58,3 Rnd (5-5-5),Herb Dean,Women's Bantamweight Bout,"September 05, 2015","Las Vegas, Nevada, USA",0,0,13 of 20,22 of 31,65%,70%,30 of 38,40 of 50,4 of 4,0 of 0,100%,---,0,0,0,0,3:17,1:02,7 of 12,13 of 21,6 of 7,9 of 10,0 of 1,0 of 0,3 of 6,1 of 2,10 of 14,21 of 29,0 of 0,0 of 0
Anthony Johnson,Jimi Manuwa,W,L,http://ufcstats.com/fight-details/e0f8e1e8cbdd63da,2,0:28,3 Rnd (5-5-5),Jason Herzog,Light Heavyweight Bout,"September 05, 2015","Las Vegas, Nevada, USA",0,0,18 of 28,6 of 15,64%,40%,30 of 41,6 of 15,2 of 2,0 of 0,100%,---,0,0,0,0,3:18,0:51,10 of 19,0 of 8,2 of 2,0 of 0,6 of 7,6 of 7,8 of 14,3 of 11,9 of 11,3 of 4,1 of 3,0 of 0
Joaquim Silva,Nazareno Malegarie,W,L,http://ufcstats.com/fight-details/c43805df4f45b6e2,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Lightweight Bout,"September 05, 2015","Las Vegas, Nevada, USA",0,0,19 of 48,14 of 42,39%,33%,19 of 48,21 of 51,0 of 0,0 of 1,---,0%,0,0,0,0,0:09,0:20,17 of 46,12 of 38,2 of 2,2 of 4,0 of 0,0 of 0,17 of 44,13 of 40,2 of 4,1 of 2,0 of 0,0 of 0
Andrei Arlovski,Frank Mir,W,L,http://ufcstats.com/fight-details/6f5f4b256f643ffb,3,5:00,3 Rnd (5-5-5),John McCarthy,Heavyweight Bout,"September 05, 2015","Las Vegas, Nevada, USA",0,0,17 of 27,8 of 19,62%,42%,20 of 30,18 of 30,0 of 0,0 of 0,---,---,0,0,0,0,0:29,1:42,9 of 19,7 of 18,3 of 3,1 of 1,5 of 5,0 of 0,13 of 18,5 of 15,4 of 9,3 of 4,0 of 0,0 of 0
Paige VanZant,Alex Chambers,W,L,http://ufcstats.com/fight-details/05d2534e0f2d5042,3,1:01,3 Rnd (5-5-5),John McCarthy,Women's Strawweight Bout,"September 05, 2015","Las Vegas, Nevada, USA",0,0,27 of 59,17 of 27,45%,62%,65 of 107,40 of 51,1 of 1,0 of 3,100%,0%,0,0,0,0,2:46,0:10,13 of 34,14 of 22,12 of 19,1 of 3,2 of 6,2 of 2,4 of 22,8 of 13,22 of 36,9 of 14,1 of 1,0 of 0
Francisco Rivera,John Lineker,L,W,http://ufcstats.com/fight-details/52f0398eb74c139d,1,2:08,3 Rnd (5-5-5),Chris Tognoni,Bantamweight Bout,"September 05, 2015","Las Vegas, Nevada, USA",0,1,16 of 36,28 of 60,44%,46%,16 of 36,32 of 64,0 of 1,0 of 0,0%,---,0,1,0,0,0:14,0:19,13 of 33,21 of 47,1 of 1,7 of 13,2 of 2,0 of 0,9 of 19,8 of 22,6 of 16,9 of 17,1 of 1,11 of 21
Joe Riggs,Ron Stallings,W,L,http://ufcstats.com/fight-details/86afc59ec117c1ba,2,2:28,3 Rnd (5-5-5),Jason Herzog,Middleweight Bout,"September 05, 2015","Las Vegas, Nevada, USA",0,0,16 of 33,20 of 32,48%,62%,20 of 38,25 of 38,2 of 2,0 of 0,100%,---,0,0,0,0,1:42,0:26,12 of 27,14 of 25,2 of 4,2 of 3,2 of 2,4 of 4,13 of 26,15 of 26,0 of 2,4 of 5,3 of 5,1 of 1
Clay Collard,Tiago dos Santos e Silva,L,W,http://ufcstats.com/fight-details/777df8b5e28f42ff,3,5:00,3 Rnd (5-5-5),John McCarthy,Featherweight Bout,"September 05, 2015","Las Vegas, Nevada, USA",0,0,18 of 52,11 of 31,34%,35%,36 of 70,17 of 39,0 of 0,1 of 2,---,50%,0,0,0,1,0:56,1:17,11 of 43,3 of 20,5 of 7,3 of 6,2 of 2,5 of 5,14 of 45,5 of 23,2 of 4,5 of 7,2 of 3,1 of 1
Jan Blachowicz,Corey Anderson,L,W,http://ufcstats.com/fight-details/7e1ae27779ac6ba5,3,5:00,3 Rnd (5-5-5),Herb Dean,Light Heavyweight Bout,"September 05, 2015","Las Vegas, Nevada, USA",0,0,17 of 35,21 of 60,48%,35%,24 of 44,25 of 64,1 of 1,1 of 1,100%,100%,1,0,0,0,0:23,1:37,11 of 29,16 of 50,4 of 4,4 of 8,2 of 2,1 of 2,13 of 31,16 of 50,3 of 3,5 of 10,1 of 1,0 of 0
Chad Laprise,Francisco Trinaldo,L,W,http://ufcstats.com/fight-details/870a98d6f943d9b7,1,2:43,3 Rnd (5-5-5),Herb Dean,Lightweight Bout,"August 23, 2015","Saskatoon, Saskatchewan, Canada",0,1,8 of 17,17 of 36,47%,47%,8 of 17,17 of 37,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:38,3 of 12,15 of 34,1 of 1,2 of 2,4 of 4,0 of 0,8 of 17,4 of 15,0 of 0,2 of 2,0 of 0,11 of 19
Olivier Aubin-Mercier,Tony Sims,W,L,http://ufcstats.com/fight-details/961246a6d621ef40,3,5:00,3 Rnd (5-5-5),Jerin Valel,Lightweight Bout,"August 23, 2015","Saskatoon, Saskatchewan, Canada",0,0,1 of 1,0 of 0,100%,---,21 of 22,5 of 6,2 of 2,0 of 0,100%,---,0,0,0,0,4:32,0:00,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,0 of 0,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
Shane Campbell,Elias Silverio,W,L,http://ufcstats.com/fight-details/2d23ca9d8abc0c97,3,5:00,3 Rnd (5-5-5),Adam Cheadle,Lightweight Bout,"August 23, 2015","Saskatoon, Saskatchewan, Canada",0,0,5 of 10,7 of 9,50%,77%,11 of 16,26 of 39,0 of 1,1 of 6,0%,16%,0,0,1,0,0:22,3:54,3 of 8,3 of 5,1 of 1,3 of 3,1 of 1,1 of 1,4 of 6,4 of 5,0 of 2,0 of 0,1 of 2,3 of 4
Max Holloway,Charles Oliveira,W,L,http://ufcstats.com/fight-details/05e2832cd5ffb7a6,1,1:39,5 Rnd (5-5-5-5-5),Herb Dean,Featherweight Bout,"August 23, 2015","Saskatoon, Saskatchewan, Canada",0,0,14 of 29,5 of 17,48%,29%,14 of 29,5 of 17,0 of 0,0 of 1,---,0%,0,0,0,0,0:06,0:00,6 of 20,3 of 15,8 of 9,1 of 1,0 of 0,1 of 1,14 of 29,4 of 16,0 of 0,1 of 1,0 of 0,0 of 0
Misha Cirkunov,Daniel Jolly,W,L,http://ufcstats.com/fight-details/22e5596f75d9d8e7,1,4:45,3 Rnd (5-5-5),Jerin Valel,Light Heavyweight Bout,"August 23, 2015","Saskatoon, Saskatchewan, Canada",0,0,24 of 29,6 of 14,82%,42%,62 of 76,10 of 21,3 of 4,0 of 0,75%,---,0,0,0,0,2:55,0:29,20 of 25,1 of 5,4 of 4,4 of 4,0 of 0,1 of 5,6 of 11,5 of 13,1 of 1,1 of 1,17 of 17,0 of 0
Neil Magny,Erick Silva,W,L,http://ufcstats.com/fight-details/2c01f4df404ff6ee,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Welterweight Bout,"August 23, 2015","Saskatoon, Saskatchewan, Canada",0,0,18 of 28,1 of 5,64%,20%,53 of 69,7 of 11,3 of 6,1 of 2,50%,50%,0,0,0,0,1:03,0:37,16 of 26,1 of 5,1 of 1,0 of 0,1 of 1,0 of 0,2 of 7,1 of 4,1 of 2,0 of 0,15 of 19,0 of 1
Maryna Moroz,Valerie Letourneau,L,W,http://ufcstats.com/fight-details/20b70a226f1c13fb,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Women's Strawweight Bout,"August 23, 2015","Saskatoon, Saskatchewan, Canada",0,1,10 of 42,22 of 41,23%,53%,12 of 47,34 of 60,0 of 0,0 of 0,---,---,0,0,0,0,0:00,3:11,7 of 38,17 of 34,3 of 4,3 of 5,0 of 0,2 of 2,9 of 37,17 of 33,1 of 5,2 of 2,0 of 0,3 of 6
Chris Kelades,Chris Beal,W,L,http://ufcstats.com/fight-details/785dd27b03946f95,3,5:00,3 Rnd (5-5-5),Adam Cheadle,Flyweight Bout,"August 23, 2015","Saskatoon, Saskatchewan, Canada",0,0,8 of 11,16 of 27,72%,59%,27 of 41,36 of 47,0 of 2,1 of 1,0%,100%,0,0,0,0,0:23,3:50,6 of 8,15 of 26,1 of 2,1 of 1,1 of 1,0 of 0,6 of 9,1 of 7,0 of 0,1 of 1,2 of 2,14 of 19
Patrick Cote,Joshua Burkman,W,L,http://ufcstats.com/fight-details/499557c33e67deaf,3,1:26,3 Rnd (5-5-5),Jerin Valel,Welterweight Bout,"August 23, 2015","Saskatoon, Saskatchewan, Canada",0,0,17 of 25,23 of 37,68%,62%,41 of 50,23 of 37,0 of 3,0 of 0,0%,---,0,0,0,0,1:38,0:28,12 of 18,12 of 23,2 of 4,7 of 8,3 of 3,4 of 6,10 of 17,18 of 32,7 of 8,5 of 5,0 of 0,0 of 0
Sam Stout,Frankie Perez,L,W,http://ufcstats.com/fight-details/3945b08be8d62861,1,0:54,3 Rnd (5-5-5),Herb Dean,Lightweight Bout,"August 23, 2015","Saskatoon, Saskatchewan, Canada",0,1,2 of 16,12 of 15,12%,80%,2 of 16,12 of 15,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:04,1 of 14,8 of 11,0 of 0,2 of 2,1 of 2,2 of 2,2 of 16,6 of 8,0 of 0,0 of 0,0 of 0,6 of 7
Yves Jabouin,Felipe Arantes,L,W,http://ufcstats.com/fight-details/1bf7f647f309464e,1,4:21,3 Rnd (5-5-5),Yves Lavigne,Bantamweight Bout,"August 23, 2015","Saskatoon, Saskatchewan, Canada",0,0,5 of 10,4 of 6,50%,66%,18 of 26,8 of 10,2 of 2,0 of 1,100%,0%,0,1,0,1,3:39,0:14,5 of 9,2 of 3,0 of 1,2 of 2,0 of 0,0 of 1,2 of 6,0 of 2,0 of 0,1 of 1,3 of 4,3 of 3
Marcos Rogerio de Lima,Nikita Krylov,L,W,http://ufcstats.com/fight-details/21d6db22c6089308,1,2:29,3 Rnd (5-5-5),Herb Dean,Light Heavyweight Bout,"August 23, 2015","Saskatoon, Saskatchewan, Canada",0,0,5 of 10,21 of 29,50%,72%,5 of 10,34 of 46,0 of 0,0 of 1,---,0%,2,1,0,0,0:00,1:57,3 of 8,16 of 23,1 of 1,4 of 5,1 of 1,1 of 1,5 of 10,7 of 13,0 of 0,10 of 11,0 of 0,4 of 5
Ray Borg,Geane Herrera,W,L,http://ufcstats.com/fight-details/e2535e0753954514,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Flyweight Bout,"August 08, 2015","Nashville, Tennessee, USA",0,0,10 of 17,4 of 4,58%,100%,20 of 27,10 of 12,1 of 1,0 of 0,100%,---,1,0,0,0,4:38,0:05,7 of 14,4 of 4,3 of 3,0 of 0,0 of 0,0 of 0,0 of 1,1 of 1,0 of 0,0 of 0,10 of 16,3 of 3
Dustin Ortiz,Willie Gates,W,L,http://ufcstats.com/fight-details/92f27d13fc502d33,3,2:58,3 Rnd (5-5-5),Mario Yamasaki,Flyweight Bout,"August 08, 2015","Nashville, Tennessee, USA",0,0,14 of 26,6 of 14,53%,42%,45 of 61,8 of 16,2 of 4,0 of 0,50%,---,0,0,0,0,3:50,0:00,5 of 16,3 of 10,7 of 8,2 of 3,2 of 2,1 of 1,4 of 15,6 of 14,1 of 1,0 of 0,9 of 10,0 of 0
Frankie Saenz,Sirwan Kakai,W,L,http://ufcstats.com/fight-details/d757f19f3d34934b,3,5:00,3 Rnd (5-5-5),Herb Dean,Bantamweight Bout,"August 08, 2015","Nashville, Tennessee, USA",0,0,26 of 57,19 of 31,45%,61%,30 of 61,21 of 33,0 of 1,2 of 5,0%,40%,0,0,0,0,0:05,1:00,13 of 39,7 of 17,10 of 15,4 of 5,3 of 3,8 of 9,19 of 46,15 of 25,7 of 11,4 of 6,0 of 0,0 of 0
Anthony Christodoulou,Scott Holtzman,L,W,http://ufcstats.com/fight-details/503a9ac5679c9cf7,3,2:40,3 Rnd (5-5-5),David Ferguson,Lightweight Bout,"August 08, 2015","Nashville, Tennessee, USA",0,0,10 of 40,30 of 51,25%,58%,18 of 48,43 of 64,0 of 0,0 of 1,---,0%,0,0,0,0,0:34,1:31,6 of 36,17 of 34,3 of 3,6 of 8,1 of 1,7 of 9,7 of 37,16 of 35,3 of 3,14 of 16,0 of 0,0 of 0
Michael Johnson,Beneil Dariush,L,W,http://ufcstats.com/fight-details/d4e98b827e3d6918,3,5:00,3 Rnd (5-5-5),Herb Dean,Lightweight Bout,"August 08, 2015","Nashville, Tennessee, USA",0,0,24 of 73,20 of 57,32%,35%,24 of 73,20 of 57,0 of 0,0 of 2,---,0%,0,0,0,0,0:00,0:00,10 of 51,11 of 46,13 of 21,1 of 3,1 of 1,8 of 8,24 of 73,20 of 57,0 of 0,0 of 0,0 of 0,0 of 0
Jared Rosholt,Timothy Johnson,W,L,http://ufcstats.com/fight-details/9d72aaaf34e5b512,3,5:00,3 Rnd (5-5-5),Herb Dean,Heavyweight Bout,"August 08, 2015","Nashville, Tennessee, USA",0,0,4 of 7,4 of 12,57%,33%,22 of 25,20 of 29,1 of 2,1 of 1,50%,100%,0,0,0,0,1:19,2:21,3 of 6,3 of 10,1 of 1,1 of 2,0 of 0,0 of 0,0 of 3,1 of 8,2 of 2,3 of 4,2 of 2,0 of 0
Uriah Hall,Oluwale Bamgbose,W,L,http://ufcstats.com/fight-details/664e56d8a98e2b49,1,2:32,3 Rnd (5-5-5),Herb Dean,Middleweight Bout,"August 08, 2015","Nashville, Tennessee, USA",0,0,11 of 18,7 of 12,61%,58%,20 of 27,23 of 29,1 of 1,0 of 0,100%,---,0,0,0,0,1:37,0:00,11 of 18,1 of 6,0 of 0,2 of 2,0 of 0,4 of 4,0 of 3,7 of 11,0 of 0,0 of 0,11 of 15,0 of 1
Glover Teixeira,Ovince Saint Preux,W,L,http://ufcstats.com/fight-details/2ef16a5ff3710c92,3,3:10,5 Rnd (5-5-5-5-5),John McCarthy,Light Heavyweight Bout,"August 08, 2015","Nashville, Tennessee, USA",0,0,15 of 24,13 of 22,62%,59%,33 of 43,18 of 27,3 of 4,0 of 1,75%,0%,0,0,0,1,2:41,1:26,14 of 22,9 of 18,1 of 2,4 of 4,0 of 0,0 of 0,1 of 3,6 of 9,3 of 4,5 of 10,11 of 17,2 of 3
Chris Dempsey,Jonathan Wilson,L,W,http://ufcstats.com/fight-details/b0c2442c5a7c509a,1,0:50,3 Rnd (5-5-5),John McCarthy,Light Heavyweight Bout,"August 08, 2015","Nashville, Tennessee, USA",0,1,0 of 4,4 of 8,0%,50%,1 of 5,4 of 8,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:13,0 of 3,4 of 8,0 of 1,0 of 0,0 of 0,0 of 0,0 of 3,2 of 6,0 of 1,0 of 0,0 of 0,2 of 2
Derek Brunson,Sam Alvey,W,L,http://ufcstats.com/fight-details/9900550cc697eef2,1,2:19,3 Rnd (5-5-5),Mario Yamasaki,Middleweight Bout,"August 08, 2015","Nashville, Tennessee, USA",0,0,27 of 45,4 of 11,60%,36%,53 of 71,6 of 13,0 of 1,0 of 0,0%,---,0,0,0,0,1:31,0:00,26 of 44,2 of 9,1 of 1,2 of 2,0 of 0,0 of 0,7 of 14,2 of 6,19 of 29,2 of 5,1 of 2,0 of 0
Sara McMann,Amanda Nunes,L,W,http://ufcstats.com/fight-details/bd6d144f5c0b6cab,1,2:53,3 Rnd (5-5-5),John McCarthy,Women's Bantamweight Bout,"August 08, 2015","Nashville, Tennessee, USA",0,1,2 of 16,27 of 39,12%,69%,4 of 18,36 of 53,0 of 2,0 of 0,0%,---,0,1,0,0,0:06,0:43,1 of 13,24 of 33,0 of 1,2 of 5,1 of 2,1 of 1,2 of 15,11 of 18,0 of 1,1 of 2,0 of 0,15 of 19
Chris Camozzi,Tom Watson,W,L,http://ufcstats.com/fight-details/00dcad4611fc63fe,3,5:00,3 Rnd (5-5-5),John McCarthy,Middleweight Bout,"August 08, 2015","Nashville, Tennessee, USA",0,0,30 of 45,18 of 40,66%,45%,39 of 54,27 of 50,1 of 1,0 of 2,100%,0%,1,0,0,0,1:40,0:35,19 of 29,7 of 24,9 of 13,5 of 8,2 of 3,6 of 8,21 of 34,15 of 29,9 of 11,3 of 11,0 of 0,0 of 0
Marlon Vera,Roman Salazar,W,L,http://ufcstats.com/fight-details/50d5a170516de2ad,2,2:15,3 Rnd (5-5-5),Josh Ward,Bantamweight Bout,"August 08, 2015","Nashville, Tennessee, USA",0,0,15 of 32,12 of 24,46%,50%,16 of 33,42 of 57,0 of 0,0 of 5,---,0%,0,0,0,0,0:06,3:04,7 of 22,9 of 20,7 of 9,1 of 1,1 of 1,2 of 3,10 of 25,5 of 14,2 of 3,3 of 5,3 of 4,4 of 5
Iuri Alcantara,Leandro Issa,W,L,http://ufcstats.com/fight-details/7c9830ee4835f757,3,5:00,3 Rnd (5-5-5),Osiris Maia,Bantamweight Bout,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",0,0,7 of 13,14 of 28,53%,50%,9 of 15,22 of 39,0 of 0,1 of 1,---,100%,0,0,0,0,0:20,3:45,4 of 9,13 of 23,3 of 3,0 of 0,0 of 1,1 of 5,6 of 11,2 of 6,0 of 1,0 of 0,1 of 1,12 of 22
Mauricio Rua,Rogerio Nogueira,W,L,http://ufcstats.com/fight-details/aa62b8f58fc09790,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Light Heavyweight Bout,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",0,0,16 of 42,38 of 88,38%,43%,17 of 43,40 of 91,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:14,11 of 36,34 of 84,4 of 5,3 of 3,1 of 1,1 of 1,15 of 35,24 of 58,1 of 7,14 of 30,0 of 0,0 of 0
Hugo Viana,Guido Cannetti,L,W,http://ufcstats.com/fight-details/f7ffa11d592f4092,3,5:00,3 Rnd (5-5-5),Osiris Maia,Bantamweight Bout,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",0,0,1 of 12,8 of 16,8%,50%,5 of 16,10 of 18,0 of 5,0 of 1,0%,0%,0,0,0,0,2:14,0:36,0 of 7,0 of 7,1 of 2,8 of 8,0 of 3,0 of 1,0 of 9,2 of 8,1 of 3,6 of 8,0 of 0,0 of 0
Rafael Cavalcante,Patrick Cummins,L,W,http://ufcstats.com/fight-details/2116affb9c8f193b,3,0:45,3 Rnd (5-5-5),Mario Yamasaki,Light Heavyweight Bout,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",0,0,11 of 26,20 of 41,42%,48%,11 of 26,39 of 63,0 of 0,5 of 9,---,55%,0,0,0,0,0:00,2:54,9 of 24,12 of 31,0 of 0,2 of 2,2 of 2,6 of 8,10 of 25,14 of 32,1 of 1,4 of 7,0 of 0,2 of 2
Warlley Alves,Nordine Taleb,W,L,http://ufcstats.com/fight-details/72330020a732c635,2,4:11,3 Rnd (5-5-5),John McCarthy,Welterweight Bout,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",0,0,10 of 26,13 of 26,38%,50%,13 of 31,18 of 31,1 of 1,0 of 1,100%,0%,0,0,0,0,1:38,0:35,6 of 21,7 of 20,2 of 3,3 of 3,2 of 2,3 of 3,9 of 25,10 of 23,1 of 1,3 of 3,0 of 0,0 of 0
Vitor Miranda,Clint Hester,W,L,http://ufcstats.com/fight-details/959de17703476f44,2,2:38,3 Rnd (5-5-5),Herb Dean,Middleweight Bout,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",0,0,19 of 28,8 of 13,67%,61%,45 of 55,12 of 17,0 of 0,1 of 2,---,50%,0,0,0,0,2:36,2:16,18 of 27,5 of 10,1 of 1,2 of 2,0 of 0,1 of 1,0 of 1,2 of 5,1 of 1,0 of 0,18 of 26,6 of 8
